Pacote,Concrete Type,Call Method Name,Field Name,Metodo,Line Code,Class,Ocorrencias,Into Loop,Loops Info,Inside Recursive Method
java/util/List,Ljava/util/List,mate,parent2Rep,sequentialGet,172,Lorg/apache/commons/math3/genetics/NPointCrossover>,1,true,1) 1;ON;null; ,false
java/util/List,Ljava/util/ArrayList,mate,c2,add(value),172,Lorg/apache/commons/math3/genetics/NPointCrossover>,1,true,1) 1;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileMultiplicationIndirection,row,add(value),365,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; 5) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileMultiplicationIndirection,row,add(value),366,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; 5) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileMultiplicationIndirection,row,size,370,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileMultiplicationIndirection,row,size,371,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileMultiplicationIndirection,row,randomGet,372,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; 5) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileMultiplicationIndirection,row,size,374,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; 5) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileMultiplicationIndirection,row,randomGet,375,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; 5) 8;ON;null; 6) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileMultiplicationIndirection,combined,add(value),383,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; 5) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileMultiplicationIndirection,combined,size,387,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileMultiplicationIndirection,combined,toArray,387,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileCompositionIndirection,row,add(value),453,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; 5) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileCompositionIndirection,row,add(value),474,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; 5) 8;ON;null; 6) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileCompositionIndirection,row,size,480,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileCompositionIndirection,row,size,481,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileCompositionIndirection,row,randomGet,482,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; 5) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileCompositionIndirection,row,size,484,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; 5) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileCompositionIndirection,row,randomGet,485,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; 5) 8;ON;null; 6) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileCompositionIndirection,combined,add(value),497,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; 5) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileCompositionIndirection,combined,size,501,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; ,false
java/util/List,Ljava/util/ArrayList,compileCompositionIndirection,combined,toArray,501,Lorg/apache/commons/math3/analysis/differentiation/DSCompiler>,1,true,1) 1;ON;null; 2) 6;ON;null; 3) 6;ON;null; 4) 8;ON;null; ,false
java/util/List,Ljava/util/List,visitLeafNode,boundary,size,79,Lorg/apache/commons/math3/geometry/spherical/twod/PropertiesComputer>,1,false,,false
java/util/List,Ljava/util/List,visitLeafNode,boundary,randomGet,85,Lorg/apache/commons/math3/geometry/spherical/twod/PropertiesComputer>,1,false,,false
java/util/List,Ljava/util/List,visitLeafNode,boundary,randomGet,86,Lorg/apache/commons/math3/geometry/spherical/twod/PropertiesComputer>,1,false,,false
java/util/List,Ljava/util/List,visitLeafNode,convexCellsInsidePoints,add(value),87,Lorg/apache/commons/math3/geometry/spherical/twod/PropertiesComputer>,1,false,,false
java/util/List,Ljava/util/List,append,steps,size,132,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,append,steps,size,136,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,getInterpolatedState,steps,randomGet,352,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,2,false,,false
java/util/List,Ljava/util/List,append,steps,randomGet,150,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,append,steps,iterator,162,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,append,steps,add(value),163,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,true,1) 1;O1;0; ,false
java/util/List,Ljava/util/List,append,steps,size,166,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,append,steps,randomGet,167,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,init,steps,clear,177,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,handleStep,steps,size,191,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,handleStep,steps,add(value),196,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,handleStep,steps,size,200,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,getInterpolatedTime,steps,randomGet,228,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,setInterpolatedTime,steps,randomGet,254,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,setInterpolatedTime,steps,size,257,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,setInterpolatedTime,steps,randomGet,258,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,setInterpolatedTime,steps,randomGet,278,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,true,1) 1;O1;5; ,false
java/util/List,Ljava/util/List,setInterpolatedTime,steps,randomGet,294,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,true,1) 1;O1;5; ,false
java/util/List,Ljava/util/List,setInterpolatedTime,steps,randomGet,330,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,true,1) 1;null;null; ,false
java/util/List,Ljava/util/List,setInterpolatedTime,steps,randomGet,334,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,getInterpolatedDerivatives,steps,randomGet,370,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,getInterpolatedSecondaryState,steps,randomGet,392,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
java/util/List,Ljava/util/List,getInterpolatedSecondaryDerivatives,steps,randomGet,414,Lorg/apache/commons/math3/ode/ContinuousOutputModel>,1,false,,false
